Money Available,Last Name,Password,Tickets Purchased,TicketMiner Membership,First Name,ID,Username
5718.32,Anderson,Fun!23,0,FALSE,Sarah,606,andersonsarah
5713.5,Hughes,Fun!23,0,TRUE,Janet,626,hughesjanet
5712.02,Conley,Fun!23,0,FALSE,Amber,952,conleyamber
5712.01,Douglas,Fun!23,0,FALSE,Brenda,325,douglasbrenda
5709.03,Smith,Fun!23,0,TRUE,Kathy,796,smithkathy
5707.71,Welch,Fun!23,0,FALSE,Joel,570,welchjoel
5703.59,Hickman,Fun!23,0,FALSE,Joshua,733,hickmanjoshua
5702.84,Young,Fun!23,0,TRUE,Crystal,645,youngcrystal
5699,Lewis,Fun!23,0,TRUE,Joseph,244,lewisjoseph
5696.42,Tran,Fun!23,0,FALSE,Donald,647,trandonald
5695.51,Brooks,Fun!23,0,TRUE,Todd,152,brookstodd
5687.58,MestaValenzuela,Fun!23,0,TRUE,Natalia,74,mestavalenzuelanatalia
5682.47,Cline,Fun!23,0,FALSE,Sarah,615,clinesarah
5665.41,Fitzgerald,Fun!23,0,TRUE,Tracy,795,fitzgeraldtracy
5658.3,Andrews,Fun!23,0,FALSE,Brian,133,andrewsbrian
5654.85,Walker,Fun!23,0,TRUE,Christina,178,walkerchristina
5654.28,Osborne,Fun!23,0,FALSE,Christopher,641,osbornechristopher
5652.14,Morton,Fun!23,0,TRUE,Michael,529,mortonmichael
5646.81,Gaytan,Fun!23,0,TRUE,Isabella,39,isabellagaytan
5631.5,Perez,Fun!23,0,TRUE,Kathryn,228,perezkathryn
5620.15,Evans,Fun!23,0,TRUE,Melissa,913,evansmelissa
5609.29,Webster,Fun!23,0,TRUE,Lindsay,331,websterlindsay
5596.7,Mejia,Fun!23,0,FALSE,Daniel,37,danielmejia
5596.52,Jones,Fun!23,0,FALSE,Shelly,1044,jonesshelly
5581.28,Robles,Fun!23,0,FALSE,Linda,616,robleslinda
5576.78,Harrison,Fun!23,0,TRUE,Vincent,970,harrisonvincent
5570.32,Mcdaniel,Fun!23,0,FALSE,Penny,910,mcdanielpenny
5570.08,Scott,Fun!23,0,TRUE,Jared,754,scottjared
5563.41,Ruiz,Fun!23,0,FALSE,Salvador,89,ruizsalvador
5557.79,Brock,Fun!23,0,TRUE,Juan,847,brockjuan
5551.39,Fernandez,Fun!23,0,TRUE,Jessica,408,fernandezjessica
5546.64,Lloyd,Fun!23,0,FALSE,Nicole,860,lloydnicole
5544.93,Mason,Fun!23,0,TRUE,Miranda,719,masonmiranda
5543.34,Villanueva,Fun!23,0,TRUE,Christina,891,villanuevachristina
5536.9,Andrews,Fun!23,0,TRUE,Brittany,103,andrewsbrittany
5527.43,Lopez,Fun!23,0,FALSE,Jon,455,lopezjon
5522.09,Daniel,Fun!23,0,TRUE,Brittney,757,danielbrittney
5521.42,Morris,Fun!23,0,TRUE,John,437,morrisjohn
5514.32,White,Fun!23,0,TRUE,Victoria,846,whitevictoria
5509.82,Johnson,Fun!23,0,FALSE,Amanda,922,johnsonamanda
5500.95,Beck,Fun!23,0,FALSE,Krista,976,beckkrista
5499.58,Wise,Fun!23,0,FALSE,Bryan,879,wisebryan
5498.56,Davila,Fun!23,0,FALSE,David,452,daviladavid
5497.32,Evans,Fun!23,0,FALSE,Jennifer,776,evansjennifer
5481.45,Cox,Fun!23,0,TRUE,David,658,coxdavid
5475.44,Davis,Fun!23,0,TRUE,Kenneth,690,daviskenneth
5473.25,Holden,Fun!23,0,TRUE,Shannon,186,holdenshannon
5468.53,Parks,Fun!23,0,TRUE,Andrew,210,parksandrew
5467.17,Hawkins,Fun!23,0,TRUE,Justin,903,hawkinsjustin
5456.93,Maynard,Fun!23,0,TRUE,Michelle,813,maynardmichelle
5455.97,Bernard,Fun!23,0,FALSE,Timothy,702,bernardtimothy
5455.75,Griffin,Fun!23,0,FALSE,Sarah,691,griffinsarah
5445.01,Gonzalez,Fun!23,0,FALSE,Mark,871,gonzalezmark
5416.72,Ramirez,Fun!23,0,FALSE,Jessica,653,ramirezjessica
5416.54,Dunn,Fun!23,0,FALSE,Carolyn,884,dunncarolyn
5409.66,Mitchell,Fun!23,0,TRUE,James,1026,mitchelljames
5407.84,Higgins,Fun!23,0,TRUE,Brett,888,higginsbrett
5404.45,Morales,Fun!23,0,FALSE,Denise,318,moralesdenise
5395.44,Parrish,Fun!23,0,TRUE,Rick,618,parrishrick
5394.45,Lee,Fun!23,0,FALSE,Mark,230,leemark
5387.68,Huerta,Fun!23,0,FALSE,Jazmin,64,huertajazmin
5381.48,Brown,Fun!23,0,TRUE,Amber,368,brownamber
5376.62,Rodriguez,Fun!23,0,FALSE,Jeffrey,763,rodriguezjeffrey
5375.28,Adams,Fun!23,0,TRUE,Anthony,721,adamsanthony
5365.06,Davis,Fun!23,0,TRUE,Karl,867,daviskarl
5363.43,Page,Fun!23,0,FALSE,Heidi,566,pageheidi
5361.23,Johnson,Fun!23,0,TRUE,Taylor,1042,johnsontaylor
5357.13,Fox,Fun!23,0,FALSE,Michael,495,foxmichael
5351.98,Williams,Fun!23,0,FALSE,Jennifer,171,williamsjennifer
5350.15,Thomas,Fun!23,0,FALSE,Tammy,1013,thomastammy
5338.52,Joseph,Fun!23,0,FALSE,Angel,379,josephangel
5336.79,Hunt,Fun!23,0,FALSE,Deborah,358,huntdeborah
5331.83,Mcdonald,Fun!23,0,FALSE,Stephanie,105,mcdonaldstephanie
5330.6,Bennett,Fun!23,0,FALSE,Linda,179,bennettlinda
5329.48,Hall,Fun!23,0,TRUE,Andrew,1010,hallandrew
5324.12,Gutierrez,Fun!23,0,FALSE,Julian,492,gutierrezjulian
5323,Mouse,Fun!23,0,TRUE,Mickey,1,mickeymouse
5315.01,Sanchez,Fun!23,0,FALSE,Anthony,176,sanchezanthony
5312.87,Ray,Fun!23,0,FALSE,Brittany,237,raybrittany
5309.83,Hernandez,Fun!23,0,FALSE,Steven,519,hernandezsteven
5303.06,Johnson,Fun!23,0,FALSE,Roberto,67,johnsonroberto
5297.23,Disney,Fun!23,0,TRUE,Ariel,9,arieldisney
5282.79,Campos,Fun!23,0,FALSE,Andrew,245,camposandrew
5277.57,Park,Fun!23,0,FALSE,Dana,931,parkdana
5277.4,Stanton,Fun!23,0,TRUE,Sarah,842,stantonsarah
5274.82,Castillo,Fun!23,0,FALSE,Michael,409,castillomichael
5273.32,Williamson,Fun!23,0,TRUE,Jeremiah,383,williamsonjeremiah
5272.06,Ray,Fun!23,0,TRUE,Jeff,598,rayjeff
5271.4,Stein,Fun!23,0,FALSE,Anita,413,steinanita
5269,Evans,Fun!23,0,FALSE,Jose,498,evansjose
5263.99,Clark,Fun!23,0,FALSE,David,906,clarkdavid
5263.92,Macias,Fun!23,0,TRUE,Theresa,309,maciastheresa
5260.3,Bell,Fun!23,0,FALSE,Bradley,584,bellbradley
5255.82,Jones,Fun!23,0,FALSE,Cesar,227,jonescesar
5255.4,Elliott,Fun!23,0,TRUE,Tonya,1028,elliotttonya
5254.06,Norris,Fun!23,0,TRUE,Christopher,125,norrischristopher
5251.88,Byrd,Fun!23,0,FALSE,Cory,1045,byrdcory
5247.1,Sepulveda,Fun!23,0,FALSE,Fernando,91,sepulvedafernando
5245.77,Frye,Fun!23,0,TRUE,Ashley,955,fryeashley
5235.09,Mcconnell,Fun!23,0,TRUE,Ryan,308,mcconnellryan
5232.98,Disney,Fun!23,0,FALSE,Lilo,35,lilodisney
5232.19,Alvarez,Fun!23,0,TRUE,Susan,222,alvarezsusan
5224.99,Nouri,Fun!23,0,FALSE,Alireza,38,alirezanouri
5223.6,Neal,Fun!23,0,TRUE,Brandon,433,nealbrandon
5217.42,Wilson,Fun!23,0,FALSE,Alexander,859,wilsonalexander
5215.49,Flores,Fun!23,0,TRUE,Brandon,667,floresbrandon
5212.42,Christensen,Fun!23,0,TRUE,Keith,792,christensenkeith
5211.65,Gonzalez,Fun!23,0,TRUE,Mary,695,gonzalezmary
5209.84,Robinson,Fun!23,0,FALSE,Christopher,671,robinsonchristopher
5206.92,Lara,Fun!23,0,TRUE,Devin,70,laradevin
5204.87,Stanton,Fun!23,0,FALSE,Wendy,476,stantonwendy
5203.48,Bowman,Fun!23,0,TRUE,Ryan,556,bowmanryan
5199.48,Snyder,Fun!23,0,FALSE,Marcia,843,snydermarcia
5181.39,Stewart,Fun!23,0,FALSE,Teresa,720,stewartteresa
5181.26,Matthews,Fun!23,0,TRUE,Diana,571,matthewsdiana
5176.8,Walsh,Fun!23,0,TRUE,Michelle,632,walshmichelle
5174.11,Mora,Fun!23,0,FALSE,Sherry,873,morasherry
5170.77,Estes,Fun!23,0,TRUE,Emily,818,estesemily
5167.8,Wagner,Fun!23,0,FALSE,Bridget,223,wagnerbridget
5158.6,Fields,Fun!23,0,FALSE,Bryan,784,fieldsbryan
5156.2,Rodriguez,Fun!23,0,TRUE,Bradley,311,rodriguezbradley
5147.12,Mccormick,Fun!23,0,FALSE,Michael,746,mccormickmichael
5145.81,Hall,Fun!23,0,TRUE,Lori,675,halllori
5142.65,Johnson,Fun!23,0,FALSE,Timothy,799,johnsontimothy
5129.37,Gaines,Fun!23,0,FALSE,Lisa,323,gaineslisa
5128.37,Martinez,Fun!23,0,FALSE,Michael,548,martinezmichael
5128.21,Moss,Fun!23,0,TRUE,Haley,172,mosshaley
5127.97,Fleming,Fun!23,0,FALSE,Craig,840,flemingcraig
5127.35,Carlson,Fun!23,0,TRUE,Felicia,829,carlsonfelicia
5117.4,Craig,Fun!23,0,TRUE,Monica,755,craigmonica
5114.25,Ayala,Fun!23,0,TRUE,Rafael,44,ayalarafael
5106.9,Smith,Fun!23,0,FALSE,Jerry,624,smithjerry
5101.88,Bender,Fun!23,0,FALSE,Dakota,370,benderdakota
5095.25,Torres,Fun!23,0,FALSE,Andrew,592,torresandrew
5089.39,Jaquez,Fun!23,0,FALSE,Jorge,66,jaquezjorge
5083.92,Robles,Fun!23,0,FALSE,Nancy,536,roblesnancy
5081.46,Johnson,Fun!23,0,TRUE,Beverly,129,johnsonbeverly
5073.45,Dunn,Fun!23,0,TRUE,Jacqueline,293,dunnjacqueline
5066.23,Dominguez,Fun!23,0,FALSE,Christopher,372,dominguezchristopher
5059.78,Miller,Fun!23,0,TRUE,Kimberly,941,millerkimberly
5057.69,Jones,Fun!23,0,TRUE,Sarah,677,jonessarah
5030.63,Sandoval,Fun!23,0,FALSE,Jorge,90,sandovaljorge
5020.61,Lane,Fun!23,0,FALSE,Barbara,575,lanebarbara
5015.57,Bennett,Fun!23,0,FALSE,Patrick,793,bennettpatrick
5013.86,Brooks,Fun!23,0,FALSE,Anthony,602,brooksanthony
5004.67,Kent,Fun!23,0,FALSE,Ronald,348,kentronald
5001.23,Underwood,Fun!23,0,TRUE,Christopher,743,underwoodchristopher
4999.69,Williamson,Fun!23,0,FALSE,Wesley,711,williamsonwesley
4999.17,Disney,Fun!23,0,TRUE,Kaa,28,kaadisney
4999,Berg,Fun!23,0,FALSE,Rodney,565,bergrodney
4992.82,Gardner,Fun!23,0,FALSE,Teresa,666,gardnerteresa
4981.72,Burton,Fun!23,0,TRUE,Samuel,986,burtonsamuel
4967.75,Anderson,Fun!23,0,FALSE,Mary,974,andersonmary
4967.24,West,Fun!23,0,TRUE,Sara,990,westsara
4966.39,Haley,Fun!23,0,FALSE,Jorge,730,haleyjorge
4954.22,Jones,Fun!23,0,FALSE,Michelle,277,jonesmichelle
4937.56,Banks,Fun!23,0,FALSE,Joshua,724,banksjoshua
4927.41,Washington,Fun!23,0,FALSE,Mark,892,washingtonmark
4926.99,Buckley,Fun!23,0,FALSE,Kim,204,buckleykim
4924.49,Coleman,Fun!23,0,TRUE,Nathan,190,colemannathan
4923.14,Baker,Fun!23,0,FALSE,Gerald,458,bakergerald
4916.46,Case,Fun!23,0,TRUE,Erik,252,caseerik
4909.24,Odom,Fun!23,0,FALSE,Christian,77,odomchristian
4892.94,Mcclure,Fun!23,0,TRUE,Andrew,621,mcclureandrew
4892.24,Williams,Fun!23,0,TRUE,Stephanie,896,williamsstephanie
4891.11,Castillo,Fun!23,0,TRUE,Elizabeth,814,castilloelizabeth
4885.39,Ramirez,Fun!23,0,TRUE,Jasmine,313,ramirezjasmine
4885.15,Lewis,Fun!23,0,FALSE,Sheila,220,lewissheila
4881.79,Wagner,Fun!23,0,TRUE,Timothy,1034,wagnertimothy
4879,Moran,Fun!23,0,FALSE,Michael,167,moranmichael
4875.55,Wolf,Fun!23,0,TRUE,William,364,wolfwilliam
4870.41,Anderson,Fun!23,0,TRUE,James,661,andersonjames
4858.31,Hart,Fun!23,0,FALSE,Nicole,759,hartnicole
4851.39,Wyatt,Fun!23,0,TRUE,Paula,138,wyattpaula
4847.94,Guerra,Fun!23,0,TRUE,Kevin,61,guerrakevin
4844.3,Holt,Fun!23,0,TRUE,Melissa,1015,holtmelissa
4843.89,Armstrong,Fun!23,0,FALSE,Sherri,636,armstrongsherri
4842.09,Harris,Fun!23,0,FALSE,Kelly,560,harriskelly
4822.76,Clark,Fun!23,0,FALSE,Bruce,508,clarkbruce
4821.57,Williams,Fun!23,0,FALSE,Denise,350,williamsdenise
4811.77,Velasquez,Fun!23,0,FALSE,Sherri,544,velasquezsherri
4810.59,Rodriguez,Fun!23,0,FALSE,Elizabeth,948,rodriguezelizabeth
4802.95,Brown,Fun!23,0,FALSE,Richard,188,brownrichard
4800.67,Mcdonald,Fun!23,0,TRUE,Travis,119,mcdonaldtravis
4800.48,Bennett,Fun!23,0,FALSE,Carrie,377,bennettcarrie
4798.59,Wilson,Fun!23,0,TRUE,Cheryl,333,wilsoncheryl
4797.51,Villegas,Fun!23,0,TRUE,Stephen,307,villegasstephen
4792.52,Gomez,Fun!23,0,FALSE,Joshua,854,gomezjoshua
4785.29,Murray,Fun!23,0,TRUE,Michael,450,murraymichael
4774.82,Tran,Fun!23,0,TRUE,Kevin,851,trankevin
4772.41,Howell,Fun!23,0,TRUE,Samantha,206,howellsamantha
4771.07,Disney,Fun!23,0,TRUE,Pinocchio,30,pinocchiodisney
4756.02,Miller,Fun!23,0,FALSE,Amanda,216,milleramanda
4754,Ellis,Fun!23,0,TRUE,Stephen,130,ellisstephen
4748.42,Baker,Fun!23,0,FALSE,Darin,607,bakerdarin
4741.41,Carson,Fun!23,0,TRUE,Anthony,633,carsonanthony
4741.29,Robinson,Fun!23,0,FALSE,Joseph,880,robinsonjoseph
4740.15,Pittman,Fun!23,0,FALSE,James,185,pittmanjames
4737.69,Peters,Fun!23,0,TRUE,Stephen,1036,petersstephen
4728.76,Vasquez,Fun!23,0,TRUE,Rachel,155,vasquezrachel
4728.54,Soto,Fun!23,0,TRUE,David,416,sotodavid
4728.36,Sullivan,Fun!23,0,TRUE,Monica,992,sullivanmonica
4719.05,Davis,Fun!23,0,FALSE,Anna,693,davisanna
4713.63,Disney,Fun!23,0,TRUE,Mulan,34,mulandisney
4698.13,Fritz,Fun!23,0,TRUE,Joseph,832,fritzjoseph
4694.34,Tran,Fun!23,0,FALSE,Courtney,555,trancourtney
4685.05,Ayala,Fun!23,0,FALSE,George,809,ayalageorge
4683.39,Harrison,Fun!23,0,FALSE,Erica,110,harrisonerica
4682.25,Fletcher,Fun!23,0,TRUE,Anita,761,fletcheranita
4664.69,Medina,Fun!23,0,FALSE,Sean,150,medinasean
4661.12,Sutton,Fun!23,0,TRUE,Sandra,876,suttonsandra
4657.78,Jenkins,Fun!23,0,FALSE,Alicia,393,jenkinsalicia
4649.48,Chang,Fun!23,0,FALSE,Allison,284,changallison
4649.14,Johnson,Fun!23,0,FALSE,Courtney,347,johnsoncourtney
4645.48,Miller,Fun!23,0,TRUE,Ann,696,millerann
4633.83,Contreras,Fun!23,0,FALSE,Valeria,51,contrerasvaleria
4609.43,Disney,Fun!23,0,TRUE,Simba,12,simbadisney
4597.1,Hart,Fun!23,0,TRUE,Rachel,774,hartrachel
4594.72,Gomez,Fun!23,0,TRUE,Derek,59,gomezderek
4592.7,Blair,Fun!23,0,FALSE,John,709,blairjohn
4592.15,Craig,Fun!23,0,TRUE,Kim,1025,craigkim
4589.45,Noble,Fun!23,0,TRUE,Megan,134,noblemegan
4587.87,Morgan,Fun!23,0,TRUE,Kayla,463,morgankayla
4585.95,Ortega,Fun!23,0,FALSE,Christopher,921,ortegachristopher
4585.87,Harrison,Fun!23,0,TRUE,Kevin,866,harrisonkevin
4563.57,White,Fun!23,0,FALSE,Michael,193,whitemichael
4562.91,Obrien,Fun!23,0,FALSE,Theresa,116,obrientheresa
4545.31,Mitchell,Fun!23,0,TRUE,Maria,306,mitchellmaria
4533.7,Williams,Fun!23,0,FALSE,Laura,1016,williamslaura
4531.67,Harvey,Fun!23,0,TRUE,Nicole,297,harveynicole
4519.63,Owens,Fun!23,0,TRUE,Rita,441,owensrita
4512.94,Harris,Fun!23,0,TRUE,Kimberly,1040,harriskimberly
4511.45,Evans,Fun!23,0,TRUE,William,561,evanswilliam
4511.38,Jones,Fun!23,0,TRUE,John,739,jonesjohn
4504.82,Johnson,Fun!23,0,TRUE,Crystal,338,johnsoncrystal
4503.09,Peters,Fun!23,0,FALSE,Lisa,868,peterslisa
4498.16,Ramos,Fun!23,0,FALSE,Mark,197,ramosmark
4493.99,Romero,Fun!23,0,FALSE,James,272,romerojames
4489.01,Johnson,Fun!23,0,FALSE,Benjamin,355,johnsonbenjamin
4472.04,Fox,Fun!23,0,FALSE,Alexandra,471,foxalexandra
4465.87,Rodriguez,Fun!23,0,TRUE,Douglas,124,rodriguezdouglas
4461.69,Zimmerman,Fun!23,0,FALSE,Renee,187,zimmermanrenee
4454.74,Ponce,Fun!23,0,TRUE,Ruth,935,ponceruth
4439.98,Bradley,Fun!23,0,FALSE,Renee,121,bradleyrenee
4435.19,Khan,Fun!23,0,TRUE,Shere,26,sherekhan
4432.37,Miller,Fun!23,0,FALSE,Lisa,687,millerlisa
4429.38,Robertson,Fun!23,0,TRUE,Barbara,261,robertsonbarbara
4427.35,Espinoza,Fun!23,0,FALSE,Craig,174,espinozacraig
4426.51,Hansen,Fun!23,0,FALSE,John,982,hansenjohn
4424.44,Cheng,Fun!23,0,TRUE,Bungein,50,chengbungein
4414.58,Walters,Fun!23,0,TRUE,Leroy,270,waltersleroy
4408.41,Jones,Fun!23,0,TRUE,Chris,579,joneschris
4406.54,Mouse,Fun!23,0,FALSE,Minnie,3,minniemouse
4405.92,Mermaid,Fun!23,0,TRUE,Ursela,19,urselamermaid
4400.1,Arnold,Fun!23,0,TRUE,Shane,388,arnoldshane
4395.74,Anderson,Fun!23,0,FALSE,Nicholas,203,andersonnicholas
4393.91,Kane,Fun!23,0,TRUE,Rhonda,381,kanerhonda
4391.01,Maldonado,Fun!23,0,TRUE,Michelle,200,maldonadomichelle
4375.75,Kennedy,Fun!23,0,TRUE,Robert,1002,kennedyrobert
4371.2,Fisher,Fun!23,0,FALSE,Paul,240,fisherpaul
4368.96,Johnson,Fun!23,0,FALSE,Tanya,816,johnsontanya
4368.64,Harper,Fun!23,0,FALSE,Dakota,562,harperdakota
4367.87,Rodriguez,Fun!23,0,FALSE,Ricardo,415,rodriguezricardo
4364.86,Robinson,Fun!23,0,FALSE,Alexandra,301,robinsonalexandra
4364.7,Johnston,Fun!23,0,TRUE,Tyrone,688,johnstontyrone
4364.53,Blackwell,Fun!23,0,TRUE,Debra,512,blackwelldebra
4360.83,Aladdin,Fun!23,0,TRUE,Jafar,18,jafaraladdin
4358.03,House,Fun!23,0,TRUE,John,883,housejohn
4352.57,Kirby,Fun!23,0,FALSE,Stephanie,665,kirbystephanie
4351.13,Edwards,Fun!23,0,TRUE,Richard,549,edwardsrichard
4347.43,Moore,Fun!23,0,FALSE,Doris,430,mooredoris
4346.44,Vargas,Fun!23,0,FALSE,Richard,158,vargasrichard
4333.97,Dunn,Fun!23,0,TRUE,Scott,672,dunnscott
4333.79,Dennis,Fun!23,0,TRUE,Mikayla,1020,dennismikayla
4333.49,Hanna,Fun!23,0,FALSE,Joseph,1012,hannajoseph
4332.9,Morales,Fun!23,0,TRUE,Ashley,969,moralesashley
4324.31,Massey,Fun!23,0,FALSE,Bryan,1030,masseybryan
4323.27,Carson,Fun!23,0,TRUE,Vanessa,1038,carsonvanessa
4318.44,Romero,Fun!23,0,FALSE,Timothy,226,romerotimothy
4316.04,Griffin,Fun!23,0,TRUE,Michelle,812,griffinmichelle
4314.11,Pallares,Fun!23,0,FALSE,Raul,79,pallaresraul
4304.07,Lloyd,Fun!23,0,FALSE,Jessica,836,lloydjessica
4297.19,Nunez,Fun!23,0,FALSE,Michael,741,nunezmichael
4295.83,Phillips,Fun!23,0,TRUE,Brendan,919,phillipsbrendan
4274.86,Shaw,Fun!23,0,FALSE,Darlene,504,shawdarlene
4270.31,Hernandez,Fun!23,0,TRUE,Edward,151,hernandezedward
4266.91,Montoya,Fun!23,0,FALSE,Wendy,878,montoyawendy
4266.59,Disney,Fun!23,0,FALSE,Mufassa,13,mufassadisney
4266.39,Rocha,Fun!23,0,FALSE,Adrian,85,rochaadrian
4263.9,Scott,Fun!23,0,FALSE,Cody,194,scottcody
4261.8,Martinez,Fun!23,0,FALSE,Kimberly,664,martinezkimberly
4261.7,Gray,Fun!23,0,FALSE,Becky,440,graybecky
4235.92,Hayes,Fun!23,0,TRUE,Brian,352,hayesbrian
4219.74,King,Fun!23,0,FALSE,Thomas,177,kingthomas
4216.65,Miller,Fun!23,0,TRUE,Steven,927,millersteven
4214.49,Sanders,Fun!23,0,TRUE,Micheal,806,sandersmicheal
4213.41,Hook,Fun!23,0,TRUE,Captaiin,27,captaiinhook
4212.59,Carrillo,Fun!23,0,FALSE,Steven,49,carrillosteven
4205.34,Brown,Fun!23,0,TRUE,Phillip,591,brownphillip
4201.21,Robinson,Fun!23,0,FALSE,Michael,501,robinsonmichael
4200.52,Smith,Fun!23,0,TRUE,Michael,189,smithmichael
4196.45,Ramos,Fun!23,0,FALSE,Andre,908,ramosandre
4192.37,Harris,Fun!23,0,FALSE,Victor,726,harrisvictor
4189.83,Disney,Fun!23,0,FALSE,Quasimodo,32,quasimododisney
4189.51,Evans,Fun!23,0,TRUE,Ashley,156,evansashley
4183.04,Davis,Fun!23,0,TRUE,John,716,davisjohn
4179.22,Perry,Fun!23,0,FALSE,Martha,563,perrymartha
